imagen,video,audio,animalLabel
http://commons.wikimedia.org/wiki/Special:FilePath/Bedlington%20Terriers.jpg,,,Bedlington terrier
http://commons.wikimedia.org/wiki/Special:FilePath/Chien%20de%20race%20Barbet.jpg,,,Barbet
http://commons.wikimedia.org/wiki/Special:FilePath/Boerboel.jpg,,,Boerboel
http://commons.wikimedia.org/wiki/Special:FilePath/Australian%20blue%20cattle%20dog%2004.JPG,,,pastor ganadero australiano
http://commons.wikimedia.org/wiki/Special:FilePath/AustrCattleDogRed%20wb.jpg,,,pastor ganadero australiano
http://commons.wikimedia.org/wiki/Special:FilePath/Bichon%20Fris%C3%A9%20-%20studdogbichon.jpg,,,bichon frisé
http://commons.wikimedia.org/wiki/Special:FilePath/Bichon%20Fris%C3%A9%20sitting.jpg,,,bichon frisé
http://commons.wikimedia.org/wiki/Special:FilePath/BUCKEYE%202010%20ANCHOR%20BULLY%20RASCALZ.jpg,,,bulldog americano
http://commons.wikimedia.org/wiki/Special:FilePath/PSI%27s%20Bullseye.jpg,,,bulldog americano
http://commons.wikimedia.org/wiki/Special:FilePath/Warrior%20American%20Bulldog%20puppy.jpg,,,bulldog americano
http://commons.wikimedia.org/wiki/Special:FilePath/Bernese%20Mountain%20Dog%20%284513769952%29.jpg,,,Boyero de Berna
http://commons.wikimedia.org/wiki/Special:FilePath/Bouviers%20Bernois%20Ganjo.jpg,,,Boyero de Berna
http://commons.wikimedia.org/wiki/Special:FilePath/000%20American%20Pit%20Bull%20Terrier.jpg,,,pit bull terrier americano
http://commons.wikimedia.org/wiki/Special:FilePath/007%20American%20Pit%20Bull%20Terrier.jpg,,,pit bull terrier americano
http://commons.wikimedia.org/wiki/Special:FilePath/Grupp%202%20DV%C3%84RGPINCHER%2C%20Pincerella%E2%80%99s%20Rinaldo%20Rosso%20%2824260846206%29.jpg,,,Pinscher miniatura
http://commons.wikimedia.org/wiki/Special:FilePath/Ritaglio%20-%20Pinscher%20dall%27alto.png,,,Pinscher miniatura
http://commons.wikimedia.org/wiki/Special:FilePath/Zwergpinscher%20adult%20Ch.%20Mirzan%20del%20Piervez.jpg,,,Pinscher miniatura
http://commons.wikimedia.org/wiki/Special:FilePath/Bukadai.jpg,,,Tosa Inu
http://commons.wikimedia.org/wiki/Special:FilePath/%D0%9F%D0%B8%D1%82%D0%BE%D0%BC%D0%BD%D0%B8%D0%BA%20%22%D0%90%D1%81%D1%81%D0%BE%D0%BD%20%D0%90%D1%80%D0%B8%22%20%D0%A6%D0%B2%D0%B5%D1%80%D0%B3%D1%88%D0%BD%D0%B0%D1%83%D1%86%D0%B5%D1%80%D1%8B%20%D0%B1%D0%B5%D0%BB%D1%8B%D0%B5%20%D0%B8%20%D1%87%D0%B5%D1%80%D0%BD%D1%8B%D0%B5%20%D1%81%20%D1%81%D0%B5%D1%80%D0%B5%D0%B1%D1%80%D0%BE%D0%BC%2012.jpg,,,schnauzer miniatura
http://commons.wikimedia.org/wiki/Special:FilePath/Samojed00.jpg,,,Samoyedo
http://commons.wikimedia.org/wiki/Special:FilePath/Schipperke1.jpg,,,Schipperke
http://commons.wikimedia.org/wiki/Special:FilePath/Schipperke0001.jpg,,,Schipperke
http://commons.wikimedia.org/wiki/Special:FilePath/Akani%20Stehbild.JPG,,,Perro crestado rodesiano
http://commons.wikimedia.org/wiki/Special:FilePath/Grupp%206%20RHODESIAN%20RIDGEBACK%2C%20NO%20JV-15%20SE%20VCH%20Kadamo%20I%E2%80%99m%20In%20It%20For%20The%20Gold%20%2823920356649%29.jpg,,,Perro crestado rodesiano
http://commons.wikimedia.org/wiki/Special:FilePath/Ntombi%20akiki01.JPG,,,Perro crestado rodesiano
http://commons.wikimedia.org/wiki/Special:FilePath/Rhodesian%20Ridgeback%20ridges.jpg,,,Perro crestado rodesiano
http://commons.wikimedia.org/wiki/Special:FilePath/Scotish%20terrier%20burleska%202005.jpg,,,Terrier escocés
http://commons.wikimedia.org/wiki/Special:FilePath/Welshterrier.jpg,,,Terrier galés
,,,Murray River Curly Coated Retriever
http://commons.wikimedia.org/wiki/Special:FilePath/Welsh%20Springer%20Spaniel%201.jpg,,,Springer spaniel galés
http://commons.wikimedia.org/wiki/Special:FilePath/Skye%20terrier%20800.jpg,,,Skye terrier
http://commons.wikimedia.org/wiki/Special:FilePath/ShetlandShpdogBlue2%20wb.jpg,,,Perro pastor de las islas Shetland
http://commons.wikimedia.org/wiki/Special:FilePath/Podengo%20Portugues.jpg,,,podenco portugués
http://commons.wikimedia.org/wiki/Special:FilePath/Sealyham%20terrier.JPG,,,Sealyham terrier
http://commons.wikimedia.org/wiki/Special:FilePath/SealyhamTerrier01.jpg,,,Sealyham terrier
http://commons.wikimedia.org/wiki/Special:FilePath/Rafeiro%20male.jpg,,,Rafeiro do Alentejo
http://commons.wikimedia.org/wiki/Special:FilePath/SwedishVallhundAgility%20wb.jpg,,,Vallhund sueco
http://commons.wikimedia.org/wiki/Special:FilePath/Posavac.jpg,,,Sabueso de Posavaz
http://commons.wikimedia.org/wiki/Special:FilePath/P%20Basset%20Griffon%20Vendeen%20600.jpg,,,Grifón vandeano basset pequeño
http://commons.wikimedia.org/wiki/Special:FilePath/Porcelaine.jpg,,,Porcelana
http://commons.wikimedia.org/wiki/Special:FilePath/Porcelaine%202009%20pl4.jpg,,,Porcelana
http://commons.wikimedia.org/wiki/Special:FilePath/Tiroler%20Bracke.jpg,,,Braco tirolés
http://commons.wikimedia.org/wiki/Special:FilePath/%2801%29%20Rottweiler%205830118718%20ce2570e348%20o.jpg,,,Rottweiler
http://commons.wikimedia.org/wiki/Special:FilePath/3Rottweilers%20getting%20ready%20for%20a%20side-on%20examination.jpg,,,Rottweiler
http://commons.wikimedia.org/wiki/Special:FilePath/DKV%20Rottweilers%20Shakira%20Von%20Der%20Korperkraft.jpg,,,Rottweiler
http://commons.wikimedia.org/wiki/Special:FilePath/Rocky%209%20month.PNG,,,Rottweiler
http://commons.wikimedia.org/wiki/Special:FilePath/Rottweiler-Head.2.jpg,,,Rottweiler
http://commons.wikimedia.org/wiki/Special:FilePath/Rottweiler0b.jpg,,,Rottweiler
http://commons.wikimedia.org/wiki/Special:FilePath/Westf%C3%A4lische-dachsbracke.JPG,,,Tejonero de Westfalia
http://commons.wikimedia.org/wiki/Special:FilePath/Westf%C3%A4lische%20Dachsbracke.jpg,,,Tejonero de Westfalia
http://commons.wikimedia.org/wiki/Special:FilePath/Polski%20Owczarek%20Podhalanski.jpg,,,Pastor de Tatra
http://commons.wikimedia.org/wiki/Special:FilePath/Russpaniel.jpg,,,Russian Spaniel
http://commons.wikimedia.org/wiki/Special:FilePath/Red%20Smooth%20Saluki.jpg,,,Saluki
,,,Hank the Cat
,,,Stewie
,,,Jack
,,,All Ball
http://commons.wikimedia.org/wiki/Special:FilePath/Bevo%20facing%202012-10-05.JPG,,,Bevo
,,,Hanoverhill Starbuck
,,,Q1094509
http://commons.wikimedia.org/wiki/Special:FilePath/Islero%20manolete.jpg,,,Islero
http://commons.wikimedia.org/wiki/Special:FilePath/Toros%20de%20miura%20casta%C3%B1o%20y%20negro.jpg,,,Murciélago
,,,Shambo
,,,Bodacious
,,,Durham Ox
,,,Bailador
,,,Granadino
,,,Karvardi
,,,Little Yellow Jacket
,,,Q10383879
,,,Anna's Adema
,,,Q16034067
,,,Q16034130
,,,Garlan
,,,Q16034259
,,,Vovo
,,,Q16672215
,,,Q16675793
,,,Q16680151
,,,Ventadour
,,,Q16682735
,,,Kian
,,,Jocko Besne
,,,Q20089752
,,,Q20670111
,,,Gordito
http://commons.wikimedia.org/wiki/Special:FilePath/Toro%20Rat%C3%B3n%20dissecat%20-%208.jpeg,,,Ratón
,,,Got
,,,Capuchino
,,,Jorts
http://commons.wikimedia.org/wiki/Special:FilePath/Feria%20ganado%20Cieza.jpg,,,Tudanca
,,,Cattle of Helios
,,,Q3343607
http://commons.wikimedia.org/wiki/Special:FilePath/Schnauzer%20%28PSF%29.png,,,Schnauzer
http://commons.wikimedia.org/wiki/Special:FilePath/Major%20Cropped%20Jan%202021.jpg,,,Major
http://commons.wikimedia.org/wiki/Special:FilePath/Bos%20taurus%20taurus%20frontalview.JPG,,,Yvonne
,,,freemartinism
,,,Gangotri
,,,Cincinnati Freedom
,,,Glas Gaibhnenn
,,,Grady the Cow
,,,Missy
http://commons.wikimedia.org/wiki/Special:FilePath/Pauline%20Wayne%20with%20calf%20cropped.jpg,,,Pauline Wayne
http://commons.wikimedia.org/wiki/Special:FilePath/Turra%20coo%20photo.jpg,,,Turra Coo
,,,Ubre Blanca
,,,Q13134417
,,,Q13134853
,,,Q16677604
,,,Clussexx Three D Grinchy Glee
,,,Felicity's Diamond Jim
,,,K-Run's Park Me In First
http://commons.wikimedia.org/wiki/Special:FilePath/Eber%20Robust%20301%20%28Archiv%20LfULG%2C%20zugeschnitten%29.jpg,,,Robust M 301
http://commons.wikimedia.org/wiki/Special:FilePath/Negro%20Matapacos%2C%20Plaza%20Brasil%2C%20Santiago%2020200128%2008.jpg,,,Negro Matapacos
http://commons.wikimedia.org/wiki/Special:FilePath/Karaba%C5%9F.JPG,,,Karabaş
,,,Millenary
,,,Milwaukee Appeal
,,,Mine That Bird
,,,Mineshaft
,,,Ming Dynasty
,,,Mining My Own
http://commons.wikimedia.org/wiki/Special:FilePath/Minoru%20Vanity%20Fair%201909-09-08.jpg,,,Minoru
,,,Minster Son
http://commons.wikimedia.org/wiki/Special:FilePath/Minting%20%28horse%29.jpg,,,Minting
http://commons.wikimedia.org/wiki/Special:FilePath/Minuet%20%28horse%29.jpg,,,Minuet
,,,Mioland
,,,Miss Alleged
http://commons.wikimedia.org/wiki/Special:FilePath/Miss%20Andretti.JPG,,,Miss Andretti
,,,Miss Cavandish
,,,Miss Finland
,,,Miss Jim 45
http://commons.wikimedia.org/wiki/Special:FilePath/Miss%20Jummy.jpg,,,Miss Jummy
,,,Miss Legality
,,,Miss Meyers
,,,Miss Oceana
,,,Miss Request
,,,Miss Woodford
,,,Mister Baileys
,,,Mister Frisky
,,,Mistral Hojris
,,,Misty Morn
,,,Misty for Me
,,,Mobil
,,,Moccasin
,,,Mogambo
,,,Moifaa
http://commons.wikimedia.org/wiki/Special:FilePath/Mollie%20McCarty%20%28USA%29.jpg,,,Mollie McCarty
,,,Molvedo
,,,Mom's Command
,,,Momigi
,,,Mon Mome
,,,Mona de Momma
,,,Monarchos
,,,Monet's Garden
,,,Monkey King
,,,Monksfield
,,,Montaval
,,,Montevideo
,,,Monty's Pass
,,,Moon Ballad
,,,Moon Deck
,,,Moon Madness
,,,Moonlight Cloud
,,,Moonshell
,,,More Bountiful
,,,More Joyous
,,,More Than Real
,,,Morel
,,,Morley Street
,,,Morston
http://commons.wikimedia.org/wiki/Special:FilePath/Moscow%20Flyer%20at%20National%20Stud.jpg,,,Moscow Flyer
http://commons.wikimedia.org/wiki/Special:FilePath/Moses%20Derby%20winner.Jpeg,,,Moses
,,,Most Improved
,,,Motivation
,,,Motrico
,,,Mozart
,,,Mr. Consistency
,,,Mr. What
,,,Mr Brooks
,,,Mr Medici
,,,Mr Mulligan
,,,Mr San Peppy
http://commons.wikimedia.org/wiki/Special:FilePath/Mucho%20Macho%20Man%20at%202013%20Breeders%20Cup.jpg,,,Mucho Macho Man
http://commons.wikimedia.org/wiki/Special:FilePath/Krall%20Muhamed%201910.jpg,,,Muhamed
,,,Muhtarram
,,,Mummify
,,,Mumtaz Mahal
http://commons.wikimedia.org/wiki/Special:FilePath/Mundig%20Derby%20winner.jpg,,,Mundig
,,,Murphy Himself
,,,Muscle Hill
,,,Mushka
,,,Music
,,,Music Note
,,,Musical Bliss
,,,Musidora
,,,Musir
,,,My Babu
,,,My Charmer
,,,My Dear Girl
,,,My Flag
,,,My Juliet
,,,My Love
,,,My Typhoon
,,,My Way de Solzen
,,,Myrtlewood
,,,Mystery Giver
,,,Mystiko
,,,Nadir
http://commons.wikimedia.org/wiki/Special:FilePath/Nakayama-Festa20100627%282%29.jpg,,,Nakayama Festa
http://commons.wikimedia.org/wiki/Special:FilePath/Nancy%20Hanks%20%28horse%29.jpg,,,Nancy Hanks
,,,Nannina
http://commons.wikimedia.org/wiki/Special:FilePath/Narita%20Brian%2019960309R1.jpg,,,Narita Brian
http://commons.wikimedia.org/wiki/Special:FilePath/Nashoba%27s%20Key%20Del%20Mar%20Stall.jpg,,,Nashoba's Key
http://commons.wikimedia.org/wiki/Special:FilePath/Nashua%20%26%20Clem%20Brooks.jpg,,,Nashua
,,,Nasomo
,,,Drumtop
,,,Dubawi
,,,Duke of Magenta
,,,Duke of Marmalade
,,,Dulcify
,,,Dullahan
,,,Dunaden
,,,Duncan
,,,Dunfermline
,,,Dungannon
,,,Dunguib
,,,Dunkirk
,,,Durbar
,,,Dust Commander
http://commons.wikimedia.org/wiki/Special:FilePath/Dynaformer%201.jpeg,,,Dynaformer
,,,E.S.B.
,,,Eager
,,,Eagle Lion
,,,Eagle Mountain
,,,Earth Summit
,,,East of the Moon
,,,Easter Stockings
,,,Easton Light
,,,Easy Date
,,,Easy Goer
,,,Easy Jet
,,,Eddington
,,,Editor's Note
,,,Edredon Bleu
,,,Effervescing
,,,Efficient
,,,Egyptian Ra
http://commons.wikimedia.org/wiki/Special:FilePath/EightBelles%20%28cropped%29.jpg,,,Eight Belles
,,,Eight Carat
,,,Eight Thirty
,,,Eillo
,,,Einstein
,,,Eishin Preston
http://commons.wikimedia.org/wiki/Special:FilePath/El%20Condor%20Pasa%2019991128I1.jpg,,,El Condor Pasa
,,,El Gran Senor
,,,El Mokhtar
,,,El Prado
,,,El Rio Rey
,,,El Segundo
,,,Ela-Mana-Mou
http://commons.wikimedia.org/wiki/Special:FilePath/Eleanor%20horse.jpg,,,Eleanor
,,,Eliza
http://commons.wikimedia.org/wiki/Special:FilePath/Ellington2.jpg,,,Ellington
,,,Elocutionist
http://commons.wikimedia.org/wiki/Special:FilePath/Pretty%20Polly.jpg,,,Pretty Polly
,,,Elsu
,,,Elusive Kate
,,,Elusive Quality
,,,Elusive Wave
,,,Elvstroem
http://commons.wikimedia.org/wiki/Special:FilePath/Elwood%201904.jpg,,,Elwood
,,,Emancipation
,,,Embassy
http://commons.wikimedia.org/wiki/Special:FilePath/Emilius%2C%20Derby%20winner.jpg,,,Emilius
,,,Emperor of Norfolk
,,,Empery
,,,Empire Maker
,,,Empire Rose
http://commons.wikimedia.org/wiki/Special:FilePath/Encke%20%2815253095596%29%20%282%29.jpg,,,Encke
,,,Encosta De Lago
http://commons.wikimedia.org/wiki/Special:FilePath/Endurance%20by%20Right.jpg,,,Endurance by Right
,,,Engineer
http://commons.wikimedia.org/wiki/Special:FilePath/EnglishChannelBreedersCup2007.jpg,,,English Channel
,,,A.T. Eko
,,,Enstone Spark
,,,Entreaty
,,,Entrepreneur
,,,Eole
,,,Epigram
,,,Equipoise
,,,Eremein
,,,Erhaab
,,,Erins Isle
,,,Whobegotyou
,,,BWT Magic
,,,Escena
http://commons.wikimedia.org/wiki/Special:FilePath/Eskendereya%20%28Castellano%2C%20Javier%29.jpg,,,Eskendereya
,,,Brad De Veluwe
,,,Estrapade
,,,Eswarah
,,,Eternal Search
,,,Ethereal
,,,Apassi
http://commons.wikimedia.org/wiki/Special:FilePath/Birmingham%20%28horse%29.jpg,,,Birmingham
,,,Even Stevens
,,,Evening Attire
,,,Evening Jewel
,,,Evening Peal
,,,Evening Snow
,,,Exbury
,,,Excelebration
,,,Exceller
http://commons.wikimedia.org/wiki/Special:FilePath/Exclusive%20Native.jpg,,,Exclusive Native
,,,Exhi
,,,Exhibitionnist
http://commons.wikimedia.org/wiki/Special:FilePath/Mainbrace.jpg,,,Mainbrace
,,,Maintenon
,,,Mairzy Doates
,,,Make A Stand
,,,Make It Do
,,,Makfi
,,,Malek
,,,Malhub
,,,Malibu Pier
,,,Malicious
http://commons.wikimedia.org/wiki/Special:FilePath/Malua.jpg,,,Malua
,,,Mambrino
http://commons.wikimedia.org/wiki/Special:FilePath/Mameluke%20Derby%20winner.jpg,,,Mameluke
,,,Mameluke
,,,Mamool
,,,Man of Iron
,,,Mandesha
,,,Mane Minister
,,,Manifesto
,,,Manila
,,,Manistique
,,,Manitoba
,,,Manna
,,,Manuel
http://commons.wikimedia.org/wiki/Special:FilePath/Manuella%20%28horse%29.jpg,,,Manuella
,,,Maqaasid
,,,Mar-Kell
,,,Maram
,,,Marchand d'Or
http://commons.wikimedia.org/wiki/Special:FilePath/Margrave%20%28horse%29.jpg,,,Margrave
,,,Maria's Mon
,,,Mariah's Storm
,,,Marienbard
http://commons.wikimedia.org/wiki/Special:FilePath/Marju%20horse.jpg,,,Marju
,,,Mark-Ye-Well
,,,Mark of Esteem
,,,Market Wise
,,,Marscay
,,,Marshua
,,,Marsyas
,,,Martial
,,,Marwan al Shaqab
,,,Maryfield
,,,Mashaallah
,,,Masked Marvel
http://commons.wikimedia.org/wiki/Special:FilePath/Maskette.jpg,,,Maskette
,,,Master Charlie
,,,Master Derby
http://commons.wikimedia.org/wiki/Special:FilePath/Master%20Minded.jpg,,,Master Minded
,,,Master O'Reilly
,,,Master Oats
,,,Mastercraftsman
http://commons.wikimedia.org/wiki/Special:FilePath/Mastery%20crop.jpg,,,Mastery
,,,Mate
,,,Mathew
,,,Matsunosuke
,,,Matt's Scooter
,,,May-day
http://commons.wikimedia.org/wiki/Special:FilePath/Mayano%20Topgun%2019960309P1.jpg,,,Mayano Top Gun
,,,Maybe
,,,Maybe Better
,,,Mayson
,,,McDynamo
,,,McKinney
,,,Meadow Skipper
,,,Meadow Star
,,,Medaglia d'Oro
,,,Meddler
,,,Media Puzzle
http://commons.wikimedia.org/wiki/Special:FilePath/Medora.jpg,,,Medora
,,,Megahertz
http://commons.wikimedia.org/wiki/Special:FilePath/Meisho%20SamSon%2020060528R1.jpg,,,Meisho Samson
http://commons.wikimedia.org/wiki/Special:FilePath/Mejiro%20McQueen%2020020722.jpg,,,Mejiro McQueen
http://commons.wikimedia.org/wiki/Special:FilePath/Meld.jpg,,,Meld
http://commons.wikimedia.org/wiki/Special:FilePath/Melton%20at%20Stud.jpg,,,Melton
http://commons.wikimedia.org/wiki/Special:FilePath/Memnon%20%28horse%292.jpg,,,Memnon
,,,Menifee
,,,Menow
,,,Merger
,,,Meridian
http://commons.wikimedia.org/wiki/Special:FilePath/MERRY-HAMPTON.jpg,,,Merry Hampton
,,,Merry Ruler
,,,Mesabi Maiden
,,,Mesaoud
,,,Meteor
,,,Miche
,,,Michelozzo
http://commons.wikimedia.org/wiki/Special:FilePath/Mid-day%20sun.jpg,,,Mid-day Sun
,,,Midday
,,,Midnight Lute
,,,Midshipman
,,,Midway Lady
,,,Midway Road
,,,Miesque's Approval
,,,Might Tango
,,,Might and Power
http://commons.wikimedia.org/wiki/Special:FilePath/Mighty%20High.JPG,,,Mighty High
,,,Migoli
,,,Miinnehoma
,,,Mike Fox
http://commons.wikimedia.org/wiki/Special:FilePath/Darley%20Arabian.jpg,,,Darley Arabian
http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Schockemuhle%20met%20Deister%20in%20actie%2C%20Bestanddeelnr%20930-4033.jpg,,,Deister
http://commons.wikimedia.org/wiki/Special:FilePath/Eclipse%28horse%29.jpg,,,Eclipse
http://commons.wikimedia.org/wiki/Special:FilePath/Donnerhall%20Zuschnitt.jpg,,,Donnerhall
http://commons.wikimedia.org/wiki/Special:FilePath/Herodot.jpg,,,Herodot
,,,Liebre Roja
,,,Kelso
http://commons.wikimedia.org/wiki/Special:FilePath/Workforce%20%28horse%29%20at%202010%20Epsom%20Derby.jpg,,,Workforce
,,,Erdeni
http://commons.wikimedia.org/wiki/Special:FilePath/War%20Admiral%2C%20Kurtsinger%20Up%2C%20Saratoga%20Springs%2C%20N.%20Y.jpg,,,War Admiral
,,,Herold
http://commons.wikimedia.org/wiki/Special:FilePath/American%20Pit%20Bull%20Terrier%20-%20Seated.jpg,,,pit bull terrier americano
http://commons.wikimedia.org/wiki/Special:FilePath/American%20Pit%20Bull%20Terrier%20dog%20conformation%20line%20art%2020191217.jpg,,,pit bull terrier americano
http://commons.wikimedia.org/wiki/Special:FilePath/American%20Pitbull%20001.jpg,,,pit bull terrier americano
http://commons.wikimedia.org/wiki/Special:FilePath/Ginger%20December%203579836414e4b5ce786eoPitBull.jpg,,,pit bull terrier americano
http://commons.wikimedia.org/wiki/Special:FilePath/Pit%20Bull%20Red%20Nose-Tyson.JPG,,,pit bull terrier americano
http://commons.wikimedia.org/wiki/Special:FilePath/Pitbull-Mammal-3021892-1920.jpg,,,pit bull terrier americano
http://commons.wikimedia.org/wiki/Special:FilePath/Airedale%20Terrier.jpg,,,Airedale terrier
http://commons.wikimedia.org/wiki/Special:FilePath/AiredaleDog.jpg,,,Airedale terrier
http://commons.wikimedia.org/wiki/Special:FilePath/Bearded%20collie%2071.jpg,,,Collie barbudo
http://commons.wikimedia.org/wiki/Special:FilePath/Bearded%20collie%20and%20a%20rope.jpg,,,Collie barbudo
http://commons.wikimedia.org/wiki/Special:FilePath/04%20-%20Belgian%20shepherd%20dog%20varieties%20-%20Groenendael%2CTervuren%2C%20Malinois%2C%20Laekenois.jpg,,,pastor belga
http://commons.wikimedia.org/wiki/Special:FilePath/Aussi.jpg,,,Pastor ovejero australiano
http://commons.wikimedia.org/wiki/Special:FilePath/Australian%20Shepherd%20600.jpg,,,Pastor ovejero australiano
http://commons.wikimedia.org/wiki/Special:FilePath/Moulderright.JPG,,,Pastor ovejero australiano
http://commons.wikimedia.org/wiki/Special:FilePath/Braque%20du%20Bourbonnais.jpg,,,Braco de Borbón
http://commons.wikimedia.org/wiki/Special:FilePath/Owczarek%20pikardyjski%2063.jpg,,,Berger Picard
http://commons.wikimedia.org/wiki/Special:FilePath/Billy%28dog%29.jpg,,,Billy
http://commons.wikimedia.org/wiki/Special:FilePath/PERRO%20CIMARRON.jpg,,,Perro cimarrón uruguayo
http://commons.wikimedia.org/wiki/Special:FilePath/Briquet%20Griffon%20Vendeen.jpg,,,Briquet Griffon Vendéen
http://commons.wikimedia.org/wiki/Special:FilePath/Ca%20de%20Bestiar.JPG,,,Perro de pastor mallorquín
http://commons.wikimedia.org/wiki/Special:FilePath/Dunker.jpg,,,sabueso de Dunker
,,,Bakharwal
http://commons.wikimedia.org/wiki/Special:FilePath/Leuhusen%20Braque%20Dupuy.jpg,,,Braco de Puy
http://commons.wikimedia.org/wiki/Special:FilePath/Braque%20saint-germain%20666.jpg,,,Braco de Saint Germain
http://commons.wikimedia.org/wiki/Special:FilePath/Ratero%20mallorquin.JPG,,,Ratero mallorquin
http://commons.wikimedia.org/wiki/Special:FilePath/Pointer%20of%20Ariege%20from%201915.JPG,,,Braco de Ariège
http://commons.wikimedia.org/wiki/Special:FilePath/Cesky%20Fousek%20Flickr.jpg,,,Cesky Fousek
http://commons.wikimedia.org/wiki/Special:FilePath/Czeski%20fousek%20777.jpg,,,Cesky Fousek
http://commons.wikimedia.org/wiki/Special:FilePath/Female%20Chippiparai%20sitting.jpg,,,Chippiparai
http://commons.wikimedia.org/wiki/Special:FilePath/Caravan%20hound%20Closeupfire.jpg,,,Mudhol Hound
http://commons.wikimedia.org/wiki/Special:FilePath/Chinese%20Chongqing%20Dog%20H%C3%BCndin.jpg,,,Chongqing perro chino
http://commons.wikimedia.org/wiki/Special:FilePath/Ca%20de%20bou%20dog.jpg,,,Perro dogo mallorquín
http://commons.wikimedia.org/wiki/Special:FilePath/Hortaya%20Borzaya.jpg,,,Hortaya borzaya
http://commons.wikimedia.org/wiki/Special:FilePath/Bully%20kutta%20naulakhia.tif,,,Alangu
http://commons.wikimedia.org/wiki/Special:FilePath/PakistaniMastiffPunjab.jpg,,,Alangu
http://commons.wikimedia.org/wiki/Special:FilePath/%282%29%20Ch%20Rowdytowns%20Hardrock%20Cafe%20-%20AmStaff.jpg,,,american staffordshire terrier
http://commons.wikimedia.org/wiki/Special:FilePath/%282%29American%20Staffordshire%20Terrier%20Mumford.jpg,,,american staffordshire terrier
http://commons.wikimedia.org/wiki/Special:FilePath/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9%D0%A1%D1%82%D0%B0%D1%84%D1%84%D0%BE%D1%80%D0%B4%D1%88%D0%B8%D1%80%D1%81%D0%BA%D0%B8%D0%B9%D0%A2%D0%B5%D1%80%D1%8C%D0%B5%D1%80.jpg,,,american staffordshire terrier
http://commons.wikimedia.org/wiki/Special:FilePath/2.%20American%20Staffordshire%20Terrier.png,,,american staffordshire terrier
http://commons.wikimedia.org/wiki/Special:FilePath/American%20Staffordshire%20Sundy%201.jpg,,,american staffordshire terrier
http://commons.wikimedia.org/wiki/Special:FilePath/American%20Staffordshire%20Terrier.jpg,,,american staffordshire terrier
http://commons.wikimedia.org/wiki/Special:FilePath/AMERICAN%20STAFFORDSHIRE%20TERRIER%2C%20Zican%E2%80%99s%20Bz%20Ez%20Dragon%20%2824208348891%29.2.jpg,,,american staffordshire terrier
http://commons.wikimedia.org/wiki/Special:FilePath/AmericanStafforshireTerrier.jpg,,,american staffordshire terrier
http://commons.wikimedia.org/wiki/Special:FilePath/Amstaff%209%20months%20old%20cropped%20ears2.jpg,,,american staffordshire terrier
http://commons.wikimedia.org/wiki/Special:FilePath/Alano-espanol-0003.jpg,,,Alano español
http://commons.wikimedia.org/wiki/Special:FilePath/Spanish%20Alano%202.jpg,,,Alano español
http://commons.wikimedia.org/wiki/Special:FilePath/BIR%20Grupp%206-%20BOSANSKI%20OSTRODLAKI%20GONIC-BARAK%2C%20Sandy%20%2823866392689%29.jpg,,,Sabueso bosnio
